income,family_size,spending_score,expense
30509.88,4,1,10807.4
125072.42,1,4,36496.73
98379.16,4,9,38032.73
97126.1,3,2,32213.96
43895.14,4,3,21547.75
149190.45,6,10,54316.97
185399.31,7,5,58752.1
158621.65,7,9,58326.72
76961.28,4,6,31191.61
196914.58,3,7,60572.03
76013.21,2,5,28351.68
50712.65,3,4,19055.06
193776.5,2,10,60347.76
159014.22,1,3,48213.96
153442.61,3,2,47356.2
20099.23,5,7,23063.24
42444.6,1,7,18222.49
8611.0,4,6,16494.59
156446.59,1,6,47980.58
59257.38,5,4,26175.51
30783.65,4,4,12628.23
40468.78,2,4,18582.48
130020.73,3,1,37040.07
89444.88,1,3,28951.71
188572.3,5,1,56325.09
76348.87,5,8,31181.66
167605.49,5,8,59330.32
111560.68,3,1,35567.2
142542.76,1,9,43456.54
37888.85,7,5,23159.77
151051.98,6,3,51006.33
21702.8,4,10,21258.11
139768.67,4,5,46936.33
95775.93,5,1,31619.03
49562.6,8,9,32843.97
98675.49,4,1,30373.95
171857.24,6,9,58504.72
35170.24,1,3,16213.66
38077.15,4,10,23662.71
109129.46,3,8,41714.64
126924.64,3,5,46274.64
86938.96,3,4,31936.89
56946.56,4,5,26176.01
18102.46,7,6,19526.47
14709.66,7,9,22427.01
12959.92,6,3,15569.16
180750.19,1,6,54388.63
30614.65,3,4,16621.28
62549.07,5,6,30533.95
197249.0,7,9,69864.66
185857.58,6,1,55576.8
13358.07,6,4,15681.51
112496.4,5,9,47868.32
128532.21,6,8,47990.63
15552.25,5,10,22471.51
146984.59,7,10,54065.04
197634.65,4,5,59313.87
88729.02,5,1,31216.88
92636.42,4,7,36935.96
133572.64,3,4,40755.23
148625.7,1,4,39139.17
159005.61,2,2,44717.36
20128.07,3,10,19899.5
161134.33,2,7,47696.66
173494.42,4,1,47551.26
13819.31,3,6,13574.66
12631.32,7,5,16499.37
112423.64,2,6,34133.04
101877.29,6,5,38799.46
196118.86,5,4,62554.75
62408.29,4,9,26148.26
120089.0,7,7,44058.74
103801.28,5,4,33820.27
109468.0,5,8,42119.63
133635.32,8,1,45002.67
109831.02,8,6,45410.83
6354.19,6,6,14085.71
169523.5,2,5,50382.65
44225.11,8,9,28899.49
50075.15,8,3,25328.3
131354.69,7,4,45518.81
98161.57,3,3,30537.14
117023.59,1,8,39479.75
102012.29,2,9,36175.5
86483.21,2,10,33266.8
99243.98,8,5,40213.19
32511.65,7,5,21692.73
194014.63,4,4,59090.12
117076.59,7,7,45964.58
60929.31,1,3,20575.16
144003.85,2,6,43362.72
176620.69,8,8,62278.35
62811.19,7,4,32184.21
68279.76,2,8,29540.91
90517.0,2,6,30105.41
47371.51,4,10,24504.96
162908.73,6,3,53505.9
118914.45,2,7,38872.48
16123.68,4,3,13678.51
199357.29,7,1,60746.36
117119.44,2,4,30963.73
178537.58,7,2,59854.5
102815.54,4,10,41680.07
118577.65,4,3,37072.33
93622.67,8,3,37897.63
87438.34,6,6,36869.81
47569.37,8,10,36955.29
192614.23,2,3,55931.37
40445.39,1,8,19014.89
107648.83,2,3,35870.12
21983.88,1,3,13032.64
198708.5,4,8,62453.63
113356.9,4,2,33875.28
163843.73,5,10,52656.68
114771.13,3,7,38358.99
161972.12,4,2,49608.94
109209.94,6,10,45550.88
91770.0,2,9,35333.94
93901.63,4,10,38033.56
5456.99,1,3,9251.13
77277.72,5,9,33979.7
190629.09,5,6,60008.99
136737.48,7,8,52814.16
184267.21,3,4,54666.81
44051.2,3,1,17209.5
100776.25,2,9,38036.55
11723.98,8,7,20770.69
137025.17,5,8,48897.0
157883.17,5,1,45770.08
150821.27,3,8,48552.45
21920.15,6,10,25092.74
53267.89,3,6,25144.66
132886.34,2,1,40340.98
153003.26,1,5,42337.88
58471.06,6,6,31027.19
84217.0,6,4,35208.04
73496.89,2,3,26472.87
5890.16,1,3,6299.25
117420.06,5,5,42050.82
135476.99,7,6,48325.42
58904.96,3,3,22649.01
139117.98,1,3,38940.59
52336.02,5,7,25993.51
144528.43,3,6,45583.23
94151.55,6,8,34445.42
175027.3,1,9,51708.13
111223.21,4,10,45106.89
41007.31,3,7,23722.71
165292.2,7,10,61461.04
156647.31,1,1,41885.46
21424.5,5,1,9524.69
14367.94,3,1,11489.21
31576.75,1,3,15788.77
169836.44,7,5,56259.79
67474.6,3,10,30438.6
103426.53,4,10,42448.16
122578.45,3,9,46073.07
149978.88,6,1,49944.3
166841.29,6,8,57765.4
105593.78,8,2,39167.88
86073.12,2,1,29555.15
43208.65,7,2,25310.96
123466.47,3,9,43792.6
112226.03,4,4,37284.68
61776.27,5,10,34172.62
92009.68,2,3,32560.14
149231.95,1,8,46322.83
127280.61,8,1,45720.57
98939.44,1,8,35667.07
58101.71,4,3,21918.86
135260.84,8,10,56520.17
127393.31,4,6,45289.43
94355.54,8,6,41271.67
51512.19,8,4,26779.76
39100.92,7,4,20046.26
71182.9,2,8,30242.3
182199.4,1,10,57902.15
152007.89,5,8,54112.05
178758.61,6,8,59025.58
169306.8,5,8,57770.08
94482.1,2,7,33282.04
108436.29,1,9,40228.53
38069.28,4,3,14519.81
145570.07,3,3,44164.72
87280.02,1,5,28786.71
36447.46,8,8,22866.6
23594.19,8,8,19839.25
140746.29,4,6,50409.04
99029.58,7,5,39419.32
6754.1,7,4,16594.99
165780.54,6,4,57554.11
125795.13,8,5,47801.25
12483.4,4,3,12125.94
64413.54,1,2,17968.87
145869.11,7,10,52465.8
16510.8,7,7,19728.91
148569.25,1,3,39462.58
103454.57,2,6,32085.1
157657.19,5,3,51129.5
171771.2,2,3,51209.99
154712.9,3,2,45685.1
20224.61,2,10,14506.29
94772.83,5,2,33987.1
67153.44,3,8,28667.94
104156.02,1,2,32088.06
193331.38,5,2,58290.77
29257.26,5,6,22720.87
173791.67,1,4,47462.59
198216.36,3,8,59461.5
198054.29,3,1,59669.38
160354.41,7,2,52137.78
95788.19,6,7,37403.96
39710.12,1,10,18493.96
123601.55,5,4,39967.4
124022.67,1,3,36403.94
66704.73,4,4,26663.39
125280.33,7,1,45726.47
27726.7,3,2,14853.87
128631.64,2,7,42799.45
179860.86,2,2,47578.79
97052.74,6,3,37243.07
154089.78,6,3,53563.21
128949.91,1,7,39025.55
5597.5,8,3,17872.61
28789.69,5,7,18790.42
156092.9,5,9,53266.09
12888.32,6,3,14861.06
191468.29,4,1,54406.45
179344.85,4,8,58221.95
75663.11,8,5,33249.76
65524.85,5,4,29354.75
124521.7,8,9,51994.34
124299.56,6,4,45569.08
22361.47,8,5,21367.98
47000.21,6,10,30817.13
129110.98,4,2,39527.86
161150.25,5,10,54356.2
42440.49,6,6,25518.21
141876.78,2,4,43029.43
174742.67,3,1,50541.43
27972.0,5,3,16735.54
90625.16,2,7,36375.42
170858.33,5,7,56750.03
77272.24,6,3,30993.4
57544.18,1,3,15921.98
150394.88,8,5,51841.04
83151.69,7,1,33404.87
142730.79,1,6,41328.71
29646.28,8,3,18689.86
112934.63,2,7,40344.29
78994.86,7,5,34757.31
199474.49,3,5,59058.57
120321.33,1,4,37514.75
138022.24,8,10,52654.64
30551.85,5,2,16877.69
198434.0,1,2,55084.43
15023.87,7,1,16987.7
18813.15,4,9,17365.59
19768.38,4,5,16840.24
174767.13,1,7,54410.97
147074.92,5,8,49272.83
194745.33,5,3,58678.38
17979.26,7,10,25078.32
139876.75,6,8,48564.8
108987.51,3,2,35013.88
129631.56,6,1,41540.51
105018.69,4,1,34855.1
136692.66,8,7,49944.76
181876.52,3,9,59205.56
119557.41,5,6,43060.94
179801.1,8,9,64401.3
157521.65,5,9,52677.14
173660.19,2,2,49379.64
133553.92,7,4,48696.56
106128.13,8,3,43294.89
18563.1,2,6,12525.49
167805.98,1,7,52044.14
52192.09,7,6,34046.9
12148.89,6,4,15441.39
106218.88,3,9,40399.61
128340.55,2,6,43044.77
134057.12,4,9,44177.11
135594.58,4,9,48481.74
132475.87,6,7,45660.79
162597.47,3,6,54007.02
155025.51,8,10,59466.53
163502.64,4,4,48913.25
94751.12,8,9,41110.93
17249.66,2,4,10757.48
129717.37,1,4,38815.32
45991.88,6,4,24375.17
172606.7,6,2,53614.59
145724.82,6,10,51817.65
154344.63,2,9,50584.45
60852.33,2,1,19754.96
128445.55,5,8,43464.96
107976.37,2,3,33294.49
57348.11,4,10,27984.89
163384.0,1,8,48606.69
112241.89,2,5,40140.0
42203.71,4,3,17304.75
64523.19,4,9,29643.33
49285.95,8,1,22568.16
65917.98,1,1,23567.12
41692.99,3,2,20091.6
77372.08,6,6,33926.46
140326.72,3,4,46114.57
192063.39,3,9,62107.67
46054.53,6,3,21969.27
63466.77,3,2,21555.67
5419.95,3,3,10357.85
48934.41,1,4,19462.44
86598.11,4,8,35567.14
95038.79,5,6,33837.05
56934.64,1,9,22318.14
34312.98,7,1,23556.67
114798.6,4,10,41913.96
84791.9,3,6,30394.4
88121.85,5,2,28677.18
179521.21,4,5,56564.47
114481.37,1,5,35642.15
80726.18,3,5,31072.65
54489.01,5,4,24272.66
88576.55,8,3,34184.52
173064.35,7,4,58826.45
193194.51,4,6,62586.13
78560.0,7,4,32726.73
45751.52,7,6,26945.85
183331.33,3,7,58605.54
33165.22,6,10,28352.28
62990.13,1,1,19228.84
44808.46,7,10,29387.57
115336.77,6,2,37804.03
84685.02,8,4,35617.77
60997.44,7,6,31981.6
154745.98,4,3,47834.18
134502.76,5,1,40335.08
199124.74,4,10,65626.85
65837.7,5,1,24893.56
169829.81,3,4,47313.17
63988.96,2,8,26919.63
6762.28,8,10,23971.69
34425.05,2,10,19306.5
104151.75,7,7,44349.57
162951.82,8,6,54065.23
16195.46,4,2,12937.35
167242.85,1,3,48498.99
144634.51,6,10,55133.0
11731.22,3,2,9025.49
25727.67,3,5,14863.55
19747.84,8,5,22416.93
137403.63,4,9,53192.12
114400.77,7,1,42011.48
74977.37,3,6,30018.87
22220.76,8,3,20662.07
81631.39,4,5,31958.78
138023.75,4,8,50455.12
23215.29,1,8,16323.05
172034.07,2,8,53947.4
17267.18,2,4,10188.52
123597.78,6,6,42258.59
41883.8,7,2,22259.14
22869.74,3,3,11101.98
74219.45,2,3,23566.47
135050.97,5,3,43377.05
28605.32,8,7,26843.13
97760.98,1,9,32960.16
84190.89,7,3,34324.65
88353.58,3,2,30541.33
188966.27,1,4,53301.01
73060.83,6,5,30295.1
198367.64,2,8,58972.88
109986.28,5,1,35278.8
169283.77,3,10,59035.9
73028.55,8,2,30356.72
21530.9,6,5,16416.84
21458.71,1,3,6559.0
116959.11,4,10,44114.3
186333.58,1,3,51639.19
18888.06,2,3,11753.28
139377.87,6,9,48276.99
114833.96,4,9,43548.66
132188.87,1,3,40371.18
47030.49,6,6,24344.53
18749.16,7,2,16436.24
19572.0,6,3,18141.5
53111.33,6,3,21294.75
46659.66,7,3,24807.52
29639.73,3,6,17156.25
56613.18,2,4,21282.09
109124.87,5,10,42045.49
190155.19,5,8,59777.61
184842.41,6,5,62320.69
57984.16,3,2,22704.29
17910.91,4,8,22883.94
199148.55,3,2,59146.59
97899.63,3,7,38470.27
195768.7,8,5,68702.71
109840.19,5,10,41046.83
177840.36,3,8,55480.59
92208.03,8,5,37783.12
126294.49,4,6,42827.22
109469.36,8,8,46396.47
47876.08,3,8,27440.54
153940.67,1,2,41382.56
15687.09,3,6,13836.63
75670.29,2,8,29202.01
174631.03,6,3,55952.49
103023.33,1,4,32680.26
20140.87,5,10,21254.68
45468.4,4,9,26376.38
26379.71,6,8,24260.37
59138.49,7,9,31861.46
37235.81,2,5,20446.12
143830.4,6,8,50249.8
133588.13,7,7,50802.56
31340.38,8,4,24106.17
91773.21,5,10,39543.5
62689.11,8,10,33388.92
70757.11,8,7,32188.26
117316.05,2,1,37164.16
180244.36,5,7,60613.23
179978.38,6,10,61724.43
85539.19,5,10,38824.31
81673.05,3,1,23461.97
106005.29,3,8,36876.41
97452.43,4,5,34052.21
17048.08,6,9,19960.78
117856.14,1,7,37733.49
119022.83,6,2,41190.55
92815.79,1,8,35564.11
85723.12,7,10,37606.67
188094.42,4,8,63008.13
122160.68,3,5,42333.31
164174.49,7,6,56788.29
190999.01,5,10,64657.27
162969.83,6,5,52322.66
188881.02,1,5,57851.72
153062.25,7,3,48354.71
38173.5,6,2,19371.49
49251.43,5,2,22393.45
42809.57,7,8,27266.96
67814.59,6,7,34875.79
74223.6,8,4,33106.51
163180.49,4,4,48228.3
75366.13,3,1,27271.8
146807.64,5,4,50348.92
181244.27,4,1,53517.38
27337.92,8,9,27973.43
5050.94,6,8,18996.57
178288.43,6,8,59585.62
51459.96,3,5,21900.26
34920.36,6,5,24003.93
62565.71,8,6,34156.96
41275.09,8,6,25698.25
159762.14,1,4,49178.75
128729.06,3,10,43617.33
37624.34,3,1,14450.06
118794.94,2,1,34344.29
45577.76,7,6,26452.04
43523.41,8,4,26114.54
121112.17,5,6,46275.79
134613.97,5,5,48370.68
72509.4,1,3,22973.41
153864.48,2,10,51964.25
168256.83,7,5,57378.76
183687.12,2,7,55572.07
127081.69,7,10,51979.95
47904.85,2,5,22050.84
150950.64,6,1,47565.16
26029.94,1,7,15529.73
40336.9,6,3,20847.06
167393.68,8,1,53811.22
182611.74,1,3,50994.78
18009.83,8,6,20957.67
65863.7,2,2,24221.85
127689.62,3,1,38850.25
188036.31,6,5,57381.28
116291.46,7,4,46740.67
165093.55,4,1,46741.05
184937.25,8,4,63985.21
106213.36,2,7,34710.51
149387.67,8,8,54091.85
134170.52,7,6,49258.96
135915.63,6,7,46414.02
105828.0,3,3,34398.25
126522.37,2,9,42644.53
113103.03,7,2,42161.59
129359.89,4,3,40584.14
103513.57,2,8,36750.49
48386.92,1,3,19010.59
140255.6,8,9,53351.12
79886.18,2,4,28337.47
29909.6,3,4,13757.05
171008.22,5,6,58541.67
40362.67,1,2,15519.39
110438.25,5,1,35120.51
145617.89,8,2,47697.18
131301.97,4,9,44980.21
36367.6,4,5,21610.61
42856.93,3,5,19316.33
34025.36,5,1,12358.66
19146.7,5,3,18304.64
60238.33,1,1,18000.01
107206.98,1,2,30644.02
38725.42,2,10,27601.84
194317.56,1,3,53330.4
141271.94,3,5,45139.02
118769.74,3,8,39136.73
137876.63,5,1,43232.72
90010.25,1,1,23456.55
96632.09,1,4,29980.82
178289.67,3,1,48632.95
145778.19,4,4,48301.3
119696.43,2,5,36815.98
190291.45,6,7,62481.16
134215.05,3,3,40481.48
82744.57,6,7,37513.33
14254.29,2,8,12738.98
81181.84,7,3,29831.44
185337.13,4,9,60219.75
13706.72,3,8,16668.04
40989.72,7,2,22041.32
162705.77,8,9,56153.48
76166.19,6,1,26979.47
41250.24,2,1,15593.87
164054.7,7,9,55432.09
113895.73,5,3,39667.94
111950.38,5,8,39209.1
62288.06,6,3,28112.7
136651.27,8,8,51809.88
173056.09,3,8,56055.68
151290.04,6,8,52214.44
124423.09,5,6,48087.25
73351.31,1,10,32184.4
171686.7,5,2,51115.23
115390.98,3,3,33903.89
178469.03,4,6,60357.36
54564.83,3,7,25584.88
132587.62,3,9,46257.62
187361.84,5,8,61202.81
77946.71,2,1,23980.75
190496.94,3,4,56141.24
81530.1,5,6,31710.46
90349.17,8,8,39522.55
162257.24,2,10,50384.02
55850.47,8,5,29153.35
142645.24,1,7,44353.38
63185.89,2,6,24996.05
120785.19,4,6,42847.06
156312.37,1,2,41910.95
10097.17,6,7,16792.65
22253.03,6,6,19926.66
187203.0,6,10,64530.41
164086.76,6,3,55274.51
176016.86,7,5,54045.36
90593.63,4,7,36746.32
144688.62,2,10,52370.77
199663.67,1,8,60301.43
89343.59,8,8,41640.1
170122.07,1,5,48389.64
20460.19,2,10,18634.47
111053.22,5,1,32386.6
69981.76,5,6,31121.37
107002.63,6,10,43183.01
27244.51,7,9,23595.69
76697.98,8,1,29715.85
19923.3,6,1,15855.26
93353.16,8,10,41494.71
91150.0,2,1,25131.92
69293.48,3,9,28169.7
189920.85,2,3,51437.86
21172.04,2,9,14824.43
165851.34,3,5,53925.62
74210.79,8,5,35081.6
43866.18,3,6,24449.99
58148.99,1,9,23461.94
180869.29,2,2,52596.1
165855.23,6,6,54738.17
8072.74,2,2,8415.7
33729.24,1,4,11032.22
136630.29,5,5,45688.13
66895.73,4,3,26333.17
184232.52,3,3,53010.16
158367.82,8,3,57716.91
175632.56,5,6,57749.55
42609.74,3,2,20543.93
34387.52,8,3,25320.2
186726.34,1,1,47983.69
83817.84,2,9,31532.82
86064.76,2,5,30639.65
138491.27,2,2,42062.99
82502.97,5,1,27023.51
175662.31,8,3,58738.89
192019.6,6,9,65680.65
69841.2,4,9,29373.42
45571.25,1,10,24699.56
19684.6,2,8,10134.6
46800.74,5,10,30716.36
32191.86,7,3,18503.46
10678.47,6,5,17874.79
14098.23,2,1,6234.87
104325.93,8,7,40560.45
143019.8,5,2,44026.35
196735.33,3,4,56074.16
35357.69,1,9,17532.38
141154.82,3,2,43175.97
113029.4,6,9,46766.02
98234.46,4,1,36580.27
145758.89,5,10,52777.87
51537.78,4,3,23595.62
65701.89,1,1,18335.73
79999.19,7,2,32725.13
40567.26,4,9,27020.57
98331.18,6,8,37169.12
30713.98,1,7,18265.43
67037.92,4,2,26991.21
27066.65,6,5,16360.14
11997.18,3,3,9167.05
74265.94,7,9,39559.77
125422.34,4,1,37667.95
34618.57,4,7,23295.16
198724.15,4,3,59237.52
58497.93,2,3,21259.0
9425.48,8,9,21927.91
10466.7,5,1,10578.69
134980.88,7,9,51493.32
135624.72,7,6,48598.81
181027.06,3,7,56937.35
22714.05,2,8,13769.89
78391.88,3,7,28264.17
178408.25,7,2,54754.84
160547.07,8,7,60164.18
50522.7,5,10,27078.4
178543.62,5,1,54174.6
137759.22,3,7,49132.09
56541.82,2,8,26249.2
13740.75,3,6,12491.59
102001.43,2,5,31520.28
144050.13,6,7,48535.2
57385.61,4,1,23750.4
37903.52,7,2,20182.26
19679.84,2,4,15734.12
169194.81,8,4,56244.36
15672.63,2,9,14645.35
123833.73,5,9,46175.32
153832.43,2,9,53272.48
157193.96,3,8,52377.02
132471.48,8,3,47876.12
132295.21,6,6,42231.37
97447.92,2,9,32027.07
86257.84,7,5,34366.05
31784.18,7,8,25185.2
109393.98,3,3,33701.35
18850.82,3,2,12110.0
96298.45,5,8,37964.73
147525.65,5,3,48128.32
91358.28,6,5,39039.15
104115.18,7,4,35719.13
169230.15,6,2,51454.22
131083.55,4,1,39247.42
29881.33,1,10,20034.94
110872.73,6,9,46835.94
76092.2,3,7,29270.26
45332.35,6,9,23977.96
131353.89,7,1,46713.36
80368.15,8,9,40764.88
154624.85,4,9,51510.65
119367.65,3,2,33506.29
25330.04,2,10,17281.48
73318.11,1,5,23722.47
57619.37,3,8,29116.81
34244.65,2,5,15515.4
161042.8,3,7,50389.12
78813.1,7,9,37008.27
124585.48,7,9,49590.83
176992.36,1,10,54479.76
110886.29,8,6,45990.95
55325.71,6,3,26052.23
159183.54,5,8,53205.74
89972.19,1,4,25288.98
114948.13,6,7,45426.48
180906.23,7,4,54031.97
100408.66,4,10,39981.1
70265.37,7,9,35961.18
146841.75,4,8,51031.68
31032.58,3,5,19868.07
183176.22,2,6,56684.14
183531.54,2,2,53922.68
117984.43,6,4,41761.63
35087.69,6,1,17960.06
93157.76,1,1,22481.4
87544.48,6,6,35789.8
63171.16,1,10,26249.1
39144.52,2,5,15978.94
56420.64,6,3,22948.08
113328.06,4,10,40271.34
138712.82,2,6,46261.72
196021.25,2,4,59116.14
47072.89,3,8,26317.01
44783.17,5,4,19495.62
27821.5,1,4,15321.3
188103.73,6,6,63724.85
79460.57,3,10,36746.45
185176.26,1,9,57223.76
178439.92,2,6,56853.17
13575.26,1,9,15697.69
59555.38,4,6,24451.67
63991.97,3,8,28254.04
59082.68,1,9,26902.95
87940.48,1,1,27166.44
102365.03,2,1,28724.52
152848.89,4,3,48776.75
57202.07,5,10,28269.54
63255.6,4,9,32574.4
121728.1,2,2,38298.8
39957.45,7,4,20423.38
97272.61,8,7,41964.82
53942.09,7,4,28514.57
43608.07,7,7,25612.31
160152.35,5,6,51816.82
142888.95,2,1,39176.07
53713.46,3,9,22185.63
85958.84,6,1,30768.04
35073.69,4,3,16469.34
15367.85,1,2,10434.44
119117.94,1,2,36706.08
75894.95,1,9,28259.27
45413.99,5,2,17587.22
27348.2,8,4,22395.35
137605.42,3,2,39111.41
57934.7,3,8,28265.72
181940.84,3,5,56010.45
42597.1,6,2,21064.88
52536.15,6,3,26889.78
171088.26,3,7,52091.59
116623.99,8,9,48563.92
26133.84,6,9,24355.69
112144.74,8,2,38782.82
65084.97,4,4,27566.91
148703.63,5,1,41748.62
20169.07,4,9,18304.72
183987.68,4,2,53721.93
98249.5,3,5,34493.06
148185.61,3,9,49583.33
142409.01,7,5,50762.6
39758.92,1,1,16378.97
176618.19,6,10,58989.04
50376.75,3,8,25672.47
42160.63,4,9,24880.29
106525.16,4,3,36477.17
196986.6,8,4,66186.77
66111.94,7,1,28522.81
193067.98,6,3,61049.24
89842.78,6,6,37606.52
167761.77,2,2,49831.89
108346.95,7,8,47690.31
45025.94,8,1,22796.74
176598.68,6,5,58494.99
19033.42,5,6,19623.73
138137.12,4,7,47205.12
166997.9,5,4,53459.31
167244.97,3,10,59106.14
132783.33,8,3,47451.72
53944.49,8,7,31988.86
108675.02,3,8,38160.04
127759.58,6,3,45705.93
178490.4,1,2,44378.5
36135.26,5,9,23023.9
95659.29,7,3,36685.54
69961.51,6,9,35478.42
88403.91,8,4,39063.56
40694.62,5,3,19928.5
47399.02,3,2,19379.9
155120.54,5,9,54349.69
98283.39,6,7,40633.86
105258.71,3,8,36888.8
180008.23,1,6,52098.69
51796.03,3,4,19337.11
69207.95,3,2,24978.13
65180.19,1,6,21815.46
133551.44,2,3,40219.96
114677.89,6,8,46371.12
96951.2,7,3,37954.36
135256.95,1,10,46339.65
99364.14,5,5,36813.79
164111.68,1,8,50952.43
84997.41,6,3,35420.63
178668.48,4,1,51483.0
28327.86,8,3,17109.48
23319.88,1,5,12344.17
132861.8,7,2,44226.37
80992.64,3,6,34203.63
93864.3,4,8,38087.13
140723.64,8,8,50927.18
46835.18,2,6,21889.85
13565.96,5,2,11030.05
90583.4,5,4,37693.84
179471.44,6,1,54867.57
92893.89,1,1,29326.39
116533.05,4,6,40386.46
45631.78,3,6,22342.16
95494.42,6,1,34962.69
98727.64,1,3,32385.02
50852.54,6,9,27914.95
36940.35,1,2,17374.84
73300.26,1,9,28882.25
12578.76,5,1,16467.06
37458.1,4,2,17549.35
147613.93,2,8,47032.31
131581.1,1,1,35957.61
65992.26,8,7,29225.15
112476.58,4,6,42189.25
166730.07,1,9,54044.6
168633.22,8,8,63528.94
132603.5,8,2,42776.1
29190.41,3,5,14891.74
36765.55,8,7,32044.45
61876.27,4,9,28765.22
135789.37,6,3,43356.42
55310.75,3,9,28369.25
95564.33,6,8,36251.08
165977.5,3,8,54503.59
178895.88,6,2,55899.06
168516.35,4,5,49662.17
27705.54,2,2,12970.04
182597.05,1,10,56876.02
138407.05,6,3,47535.43
125663.39,6,2,44237.51
53271.29,1,3,18003.27
186004.43,7,2,57908.44
8385.41,5,1,10475.03
21026.27,3,9,19508.04
34966.54,1,8,22110.1
140358.16,8,1,46537.33
126457.17,5,1,41032.47
189212.17,3,6,58028.43
73051.43,6,5,29614.39
72785.26,4,3,31789.17
135559.13,2,9,45710.34
38960.66,7,9,28427.08
95488.31,2,1,30021.98
8009.48,6,5,11916.93
120447.7,2,5,39245.25
157878.13,4,8,55080.21
44732.09,6,1,17447.35
64898.28,7,1,26263.69
30708.67,8,8,23453.51
125056.53,7,9,46127.25
114984.0,8,5,50078.93
166147.25,5,7,57383.29
194217.02,3,6,59773.85
196810.5,1,7,58140.06
25897.71,3,10,20979.61
112861.62,7,8,47750.05
158982.67,5,3,52836.7
133501.7,8,8,47990.74
179912.41,3,4,51609.28
91135.24,6,9,37678.84
88283.93,6,5,34469.56
10091.95,4,6,15488.83
8051.71,7,3,16652.04
140065.96,1,7,40481.34
96935.9,6,7,40432.88
133745.0,3,1,39244.8
51453.35,7,3,25995.01
173302.99,3,7,55756.17
181058.58,7,7,63318.82
134147.86,4,1,43959.72
59171.26,5,6,26925.74
47150.41,5,7,26243.34
126972.47,5,2,42328.37
188451.71,1,3,52291.22
117731.93,4,4,41061.14
168664.44,5,2,51870.88
115254.08,8,8,48497.32
136547.25,3,3,41493.67
115716.45,2,5,36717.62
117195.93,4,2,39017.84
149153.77,5,5,48740.75
82267.66,5,10,37816.39
181279.55,2,1,49919.76
173381.11,1,2,49842.59
146436.28,8,9,56640.88
149968.11,7,10,54766.14
85581.96,1,7,30285.21
167342.66,6,1,49702.92
186858.86,2,1,51244.95
160053.98,1,3,48165.57
30939.47,3,8,20248.31
158391.27,6,7,54058.12
95591.44,7,1,36006.75
123696.4,2,1,38069.7
198276.19,5,5,58420.11
75074.19,5,2,29950.78
72963.04,6,6,32695.9
56310.93,3,3,22471.47
29789.01,8,6,25640.44
37793.87,7,7,26192.39
105282.45,5,6,37620.08
182410.97,3,4,54189.16
162930.36,4,3,52844.56
40585.95,2,9,21193.82
114529.58,6,3,41642.49
170150.31,6,6,61635.29
110201.14,8,5,42154.43
182729.26,8,5,65305.13
182037.57,2,4,53148.84
72907.59,3,6,28926.62
175416.27,4,4,55951.34
119097.58,6,6,41949.2
98570.03,5,10,39901.08
155981.73,8,8,56906.07
158975.27,5,2,46960.75
136707.36,2,9,46254.45
163124.29,1,1,47896.67
190527.66,1,4,57111.91
175252.05,5,6,58566.5
19479.39,1,1,10129.13
170755.65,1,7,53256.67
157397.9,1,6,48764.75
185714.57,3,3,50590.98
149215.95,6,6,52328.76
176181.44,4,2,52710.39
6992.66,5,5,11445.47
195672.04,6,5,62131.72
42226.73,2,1,16471.25
173524.76,1,1,46729.24
186274.07,4,8,58673.41
5433.57,4,3,13168.94
183167.23,4,3,53623.76
166696.32,7,5,58924.4
184870.47,4,3,54433.05
39492.05,8,8,30730.29
156600.98,6,7,54960.11
100059.74,8,5,42739.81
55249.36,4,6,26079.55
152453.42,3,2,47043.88
97284.38,5,7,35880.26
180477.51,3,3,54452.88
143592.64,6,10,52514.65
32133.35,4,6,18287.41
53898.88,2,4,17764.42
56584.04,6,9,29923.56
72089.77,3,5,28640.88
134957.83,1,6,41840.02
179394.85,8,8,63559.35
120771.55,3,6,43194.09
151601.33,6,2,50685.69
66762.91,6,1,27112.39
106880.64,1,7,37904.24
103304.64,7,6,42419.9
141706.67,4,2,43003.89
106001.99,2,9,38270.85
70179.46,4,5,27432.15
52561.94,2,9,25303.91
54667.66,5,3,24088.74
196272.46,7,4,63847.41
74707.91,7,3,32833.4
162287.8,5,1,50141.29
18916.45,5,2,14090.84
22482.38,6,8,22278.28
138799.47,8,5,51932.24
94155.78,3,8,34378.04
176696.19,4,2,52157.61
173132.95,8,6,59979.97
152353.16,1,6,44956.1
163986.66,1,8,52570.52
174748.3,2,7,53394.62
157797.23,2,6,48133.54
107743.99,1,1,34407.77
56625.57,1,9,27110.39
158539.56,2,6,46040.46
66953.11,3,8,29779.69
52739.51,3,1,18090.69
38475.19,2,4,17813.83
127301.76,7,3,45348.95
52283.4,3,1,18620.15
78091.39,8,10,37989.79
143267.28,4,9,49224.97
159796.71,1,8,51615.98
66379.11,8,9,34848.12
169346.02,3,6,50670.14
16301.56,5,6,19441.39
197245.2,7,9,67340.93
86290.91,6,9,43592.76
68352.62,7,9,33065.04
185116.77,5,7,57936.04
30815.86,2,6,15732.42
74770.75,5,6,35412.07
74985.72,6,4,32650.03
87750.53,2,3,29761.35
170426.12,7,10,62989.86
170629.39,3,1,45192.47
120369.27,5,7,42745.83
198392.96,6,1,60093.63
169611.35,1,6,49050.48
137808.51,8,9,56124.75
43894.39,7,5,27305.52
