income,family_size,spending_score,expenses
93635,2,1,32356.3
72527,1,1,27166.55
49863,5,2,36715.33
136414,1,9,45049.53
122873,1,10,64509.17
130031,3,4,58413.61
147703,3,4,50401.05
121962,4,3,42126.67
55396,7,7,58786.21
26767,5,3,35521.84
118592,5,8,67795.49
136033,7,9,85270.95
76441,4,1,34067.44
51886,4,3,22484.13
75328,7,6,59204.19
104899,1,2,27762.67
105483,2,5,47222.86
125178,6,9,80572.51
49926,3,8,29357.14
143283,7,10,88014.83
53764,3,3,35289.17
51266,1,5,17073.91
41088,4,5,27095.0
63264,1,9,28029.51
74760,5,3,46752.78
112907,7,9,78745.25
139775,7,7,70867.78
21429,4,9,36632.42
84026,5,3,43572.58
82644,1,1,18796.32
46389,3,2,25891.68
83909,7,7,54739.96
87336,3,1,40061.84
53321,4,10,41503.01
109033,6,8,66599.07
41975,4,3,31300.42
131062,4,3,45377.57
75031,1,10,32252.05
43164,2,8,25461.36
45381,4,4,33919.34
108372,1,5,28413.53
133204,3,1,51183.0
25164,7,2,42270.25
77121,1,7,27285.18
50772,5,10,48752.89
88470,1,3,31415.01
31345,4,1,22851.26
30226,5,7,35748.13
30319,4,10,36779.51
29378,7,4,45106.93
111057,3,10,54776.32
40526,2,1,24845.77
130222,1,2,29876.2
115102,2,7,41618.51
58427,3,10,36404.75
49107,4,10,37605.47
96014,5,2,52750.96
117886,1,8,50791.71
34000,2,3,15576.31
123689,2,7,47785.39
139682,5,6,66070.37
101678,5,8,52009.8
23604,4,9,29412.18
58067,6,1,36747.39
130502,3,9,70851.44
146082,7,4,71389.97
32124,7,5,45051.13
73728,5,3,55138.86
39557,1,5,14659.3
72065,1,1,16612.49
95867,4,3,47034.64
36092,1,5,20574.71
143055,5,7,74050.33
27036,2,2,11474.23
92445,2,1,36177.66
26133,5,10,36070.91
41095,7,8,44053.9
115175,6,4,57656.26
117095,3,6,47719.48
79324,1,9,36599.32
126856,2,6,53903.32
52799,2,2,24442.76
84568,4,9,62083.33
77927,4,7,47099.5
43277,6,6,46971.21
52359,3,6,29568.65
32087,4,8,31584.26
67664,4,10,46411.39
73234,1,6,26975.68
94526,6,1,56230.0
89923,7,2,69882.36
36300,3,10,30963.45
96370,7,3,55251.15
55670,7,5,60202.08
67102,6,8,52114.61
75771,7,10,58629.38
106907,3,3,37882.16
119776,1,4,34613.62
24613,7,2,42886.14
25055,5,3,35802.96
109057,3,1,44997.43
98606,6,3,51280.3
129150,6,1,55926.58
86916,7,2,54499.51
77358,2,5,32639.15
103113,3,7,58400.73
134952,2,6,56167.13
51466,6,9,49956.71
79365,3,1,24663.41
58977,6,7,56789.17
72041,1,8,28120.96
91534,1,1,26957.13
40924,4,10,36638.53
65628,6,6,50157.07
30788,4,5,18989.33
59194,3,1,30975.57
86158,5,6,47648.66
26940,7,5,44914.4
96607,1,3,19744.19
146305,7,10,92620.14
116881,1,10,48906.88
40875,1,2,11541.99
108927,7,7,69843.57
108753,4,2,49022.43
98553,2,2,33215.78
139342,6,5,68658.76
57897,2,10,30707.57
86541,2,3,27578.49
37931,7,2,38720.58
125271,5,7,70359.9
45126,5,2,38976.14
87392,7,1,56071.39
48039,2,2,24781.15
87830,7,3,62714.27
39376,5,10,42215.2
89796,6,5,50784.91
131948,4,6,53526.62
130475,6,5,79318.42
123694,2,5,45139.66
140989,1,2,35798.29
64034,2,4,21152.59
90627,6,7,47797.81
41310,6,1,44156.55
103808,5,2,49228.36
125655,3,4,51044.55
85970,1,6,38130.28
130291,1,4,42804.77
145063,4,8,74085.13
90969,1,2,30675.46
98750,4,7,46566.22
130140,5,5,65753.85
115061,7,2,62848.1
90157,4,3,43603.84
58454,6,10,50398.34
45301,1,7,21037.92
111495,3,5,42708.21
65222,4,10,39528.02
102654,7,1,64074.18
57868,6,8,49107.06
46927,3,3,33570.47
57501,5,8,44122.38
146394,3,8,63707.48
129449,6,1,65660.78
118989,4,5,58107.22
95758,3,2,41062.82
131532,6,2,62222.14
27860,5,6,44693.03
122530,2,1,43033.31
107779,1,5,30652.7
61699,6,4,53833.78
69458,5,5,47742.45
82212,5,6,55791.52
118492,5,6,67908.82
27032,2,1,13414.33
98789,1,3,21757.99
55235,5,6,48236.11
98986,6,2,56558.36
70883,2,8,35597.87
35207,3,9,20251.29
130052,2,10,69468.34
50306,3,8,43771.59
38041,7,2,40536.25
111027,1,9,46218.54
95894,7,5,63490.56
131716,3,5,47902.28
69212,3,9,41211.06
85778,2,7,49252.7
64425,5,9,50357.24
130325,7,1,54758.96
34908,1,5,21464.01
43239,2,4,21916.8
124316,4,1,45486.38
94380,3,9,48521.03
107404,1,10,56834.52
20686,6,5,38715.36
34371,1,8,22203.5
24637,3,5,27483.81
93504,5,8,63816.22
126169,7,4,69654.38
139348,5,7,70534.39
71096,6,4,53981.33
87958,3,5,45921.69
105519,3,9,52133.7
120995,6,4,68592.01
40067,1,8,18822.33
138222,5,1,62114.1
75538,6,7,59849.95
46338,3,9,35572.83
81507,3,6,39595.72
53693,5,9,44208.05
93604,6,9,70064.01
100023,2,10,46896.83
44511,2,4,23285.45
50344,1,9,22868.9
132774,7,8,76594.07
89134,2,8,39445.48
78618,4,7,48619.82
84730,1,9,30148.94
46272,3,3,26198.1
25310,2,3,17924.04
111187,5,6,60542.66
145179,3,6,67184.47
119761,7,9,75349.22
123712,7,2,65510.21
31551,1,7,18329.89
139165,5,10,78623.03
79076,7,5,60814.41
79530,2,5,20566.08
23951,1,5,1925.65
67263,4,7,51275.24
27174,2,4,13534.48
115318,5,1,48536.43
103488,2,5,50650.77
107188,2,8,47673.64
131611,6,10,86619.85
58073,2,7,32141.76
33502,4,7,27807.25
101227,3,2,41984.05
77875,3,5,34333.74
61950,2,10,45835.75
20992,1,6,12843.37
110267,1,10,45896.46
136421,4,2,57792.58
61287,6,3,48138.87
120853,6,2,51646.97
132770,4,6,64876.96
111510,1,7,36742.58
22776,1,10,18819.15
59771,1,5,16215.96
106862,6,2,51210.44
127382,3,8,52995.79
121690,5,2,59261.13
119336,4,8,61650.33
65034,1,3,27130.61
53441,4,9,39047.85
143870,6,9,84357.74
65605,2,4,27734.77
101518,4,4,42235.12
135638,6,7,74735.82
28287,6,10,42134.69
120328,5,2,55028.3
59437,4,1,31680.56
120200,7,7,72352.92
93637,6,10,76395.12
56175,1,1,15297.37
66089,4,5,36676.87
37599,2,4,17783.53
65585,6,7,52831.84
95071,5,10,62208.49
58329,7,7,54570.34
48314,1,2,13843.78
49183,1,1,14614.76
24462,1,4,12421.64
121322,6,8,76047.54
85632,6,1,47068.87
131337,4,8,74385.75
116548,1,10,47930.55
35763,7,1,37856.79
133538,7,4,76996.26
91380,5,10,66894.03
71659,7,9,67884.25
73552,6,4,49226.08
25255,2,1,3537.62
77956,7,5,57779.42
35327,4,1,25301.93
26855,6,4,35073.38
71819,4,9,44391.88
117678,4,10,69367.86
98850,3,10,53796.0
24694,6,4,37970.94
77651,7,7,61193.43
125674,5,5,64848.38
42077,1,5,23569.97
54645,4,10,49549.92
29653,3,7,21425.24
101393,4,8,62402.11
140301,5,10,80422.87
123174,2,8,67464.87
33507,6,6,34513.67
74417,7,4,66955.83
57167,6,5,45725.55
52055,2,2,19324.87
29900,6,6,38775.71
121083,5,2,54299.26
63231,6,3,50798.43
20909,2,7,16855.76
76708,2,7,35108.9
55308,1,2,25453.94
37515,3,2,24844.6
129223,3,8,64682.21
55985,1,9,27510.23
78780,4,1,43683.15
44528,4,5,33133.41
115854,7,9,82573.09
69407,1,6,28810.55
135604,5,3,67132.75
31745,5,5,35883.31
96948,7,3,58466.76
75027,5,6,46043.74
134216,5,6,61248.93
74113,4,2,48294.31
137941,1,7,51666.32
55839,2,4,34749.6
110494,7,3,58825.54
73702,1,8,28217.63
105009,4,7,54465.23
63793,1,1,20332.23
136726,2,6,59013.38
113748,2,1,37350.73
66397,7,2,47237.72
122010,6,8,77142.17
25964,6,3,28947.05
75526,6,6,52589.04
141308,4,10,76317.85
84294,1,8,41243.65
52280,3,1,18305.09
29197,5,8,32352.95
129105,1,3,45092.27
131761,7,6,85483.78
85767,6,1,51184.43
139735,5,4,61704.15
85477,5,3,43635.5
112680,1,9,49840.49
147691,5,3,73616.46
117354,6,5,64421.06
44440,3,4,34988.6
81908,6,8,56507.21
99494,6,10,72303.47
84014,5,9,57443.88
102223,6,4,62822.8
89715,5,5,51087.92
119102,6,1,58902.32
61749,3,2,23586.04
31541,3,10,37920.47
100712,6,10,79116.02
109261,2,9,53752.81
35069,7,5,45599.44
132025,2,7,50510.49
108188,6,7,66560.97
143474,7,3,70744.59
41969,2,9,23074.66
41589,2,7,29471.69
107180,6,8,64391.63
33193,2,1,16990.53
102248,5,5,40064.31
67683,5,7,58034.39
56057,5,6,44197.69
90544,7,2,58713.99
119021,3,7,63371.97
62070,2,5,25229.43
82100,6,2,37721.67
113541,4,8,54924.59
100067,1,10,42017.31
30024,5,6,35007.64
24443,6,1,35806.69
22218,5,4,33206.7
86136,7,9,67992.78
31202,7,2,40649.63
49511,6,4,47250.9
126585,3,10,68504.24
138178,4,1,45942.67
148628,7,4,78271.55
135562,5,3,54477.81
105499,1,9,35798.55
26348,1,3,20315.33
96551,4,7,58412.98
21547,2,5,11516.0
145056,5,8,78945.59
141664,2,6,59676.83
38086,2,1,8639.04
27642,3,9,20214.0
78076,1,9,34729.51
136628,3,6,62616.12
146439,2,7,50384.7
113196,3,7,63539.16
125577,5,10,75629.15
125836,4,9,72385.31
36270,3,8,21739.11
76507,5,9,57889.21
96552,6,7,49346.92
125815,5,4,52066.33
46365,5,8,42906.37
71449,5,10,53632.04
52700,7,8,52198.7
41925,4,6,28898.38
128266,5,10,74705.43
30059,3,9,30214.28
68724,2,8,31567.71
141910,3,10,61063.86
58814,6,1,40812.2
30707,5,1,19877.76
107318,4,5,47715.28
27088,3,9,21358.91
110385,1,4,37036.7
88911,7,2,60668.73
47411,1,3,14955.34
105611,7,1,52807.44
68018,3,8,35542.99
87654,7,8,66976.0
66293,4,10,51530.97
138116,6,8,87060.7
135088,4,5,66656.65
83286,6,6,59755.15
116714,3,9,56120.12
137354,5,3,63417.23
107857,7,3,66931.4
77328,2,1,27563.32
114827,3,4,43502.55
30504,4,1,25355.25
59585,6,4,48710.71
104976,5,10,51294.52
131759,3,1,41517.9
136135,7,3,66750.05
105404,7,8,78487.54
116343,3,5,57052.02
142173,6,5,72890.97
84909,3,10,51924.59
72393,5,4,36919.36
70002,6,10,51828.76
135805,7,9,89440.63
58583,3,1,17800.94
53075,5,3,42067.75
82776,4,10,53858.33
30207,7,8,42377.24
62796,3,4,35260.99
45724,5,10,46374.12
47481,3,5,26995.42
100889,3,9,56518.06
81479,3,2,33806.62
38783,3,2,23716.53
102231,6,1,52169.73
113822,3,4,40317.13
60893,7,9,65428.74
119651,4,2,48334.28
22323,4,4,26532.47
123130,4,2,52134.15
116298,4,8,57607.08
91756,3,1,38411.4
114708,3,1,37582.09
41474,5,3,29659.78
53360,3,8,33707.93
29035,3,4,26063.77
27641,6,5,31810.59
48833,1,3,15286.38
23709,4,5,23432.06
56432,2,8,34731.75
99275,3,7,51372.48
144056,5,9,77289.55
118682,4,10,69389.81
39263,5,10,41070.81
64140,6,2,41650.65
84310,3,3,36349.35
143727,2,1,34359.01
142052,4,6,62328.44
129025,5,7,73127.15
117675,2,7,47067.65
64602,7,2,43305.31
106112,6,6,62868.89
107955,2,9,49749.01
50969,5,6,45535.6
132495,3,3,51225.41
116208,1,5,44705.56
89539,5,5,57362.48
38086,2,2,17436.51
89603,5,10,65969.11
145067,5,3,58812.91
34596,1,3,17199.45
134048,2,8,57482.84
48782,4,9,37748.57
64393,5,7,52558.36
61473,5,7,46165.88
39438,3,3,18414.83
128222,5,1,54483.58
92365,1,4,33665.38
34278,1,4,13158.36
66829,7,6,67268.7
64568,6,1,54940.23
51099,1,8,27005.87
115456,7,4,71142.36
24938,6,4,34369.37
81437,1,10,32462.26
103844,6,9,69460.36
70589,2,4,33970.86
65298,5,6,51643.64
72844,7,10,65594.68
86776,1,1,25487.61
70287,4,2,38441.03
28887,2,4,17839.17
130893,6,3,63232.04
37292,1,3,9588.7
48708,2,9,25634.98
56193,6,6,45314.55
139055,5,7,74263.81
101347,2,4,37542.06
26173,1,7,16938.05
70810,1,2,33261.71
86902,1,4,34475.95
145151,3,2,49450.43
58497,4,2,34139.64
129887,4,3,55869.36
92407,1,4,34988.4
106709,6,8,61735.88
140214,1,1,33799.35
119348,4,10,63440.52
71539,3,9,43513.6
64746,1,6,17886.07
110975,7,6,70514.4
140551,3,4,48139.42
38586,1,10,10158.34
119300,5,10,70025.73
50969,3,10,36161.85
21691,2,10,13499.42
23515,1,7,15699.32
132732,1,6,49336.13
120250,5,7,63455.56
99860,4,10,66990.08
39774,6,10,31743.02
116825,5,3,54909.87
76333,1,7,36944.49
40271,7,4,43560.89
92829,5,6,49316.92
67158,7,6,63218.72
100493,5,6,55756.97
121677,3,9,59409.19
84030,2,9,49159.42
82528,6,1,53790.8
56112,2,7,26271.75
41103,3,2,15157.58
55174,3,7,28050.29
140319,5,6,65719.15
77810,5,10,61006.49
144467,5,4,67029.98
131354,3,4,57150.28
117364,2,4,52641.25
109791,3,6,44697.72
104985,7,10,79231.07
137707,5,3,59256.42
49477,7,4,46915.82
43457,6,9,43615.02
60602,4,7,49675.72
87730,2,4,36286.5
126615,2,6,59946.83
27155,6,10,39553.98
128970,1,8,41150.09
112848,4,7,55703.2
130541,6,6,73938.19
113147,3,9,57703.48
122145,5,5,64166.2
94106,6,5,56376.95
127237,7,9,91158.59
131718,4,8,75168.28
136493,4,2,61621.76
57799,4,7,37698.0
147122,6,6,76566.71
53794,6,6,42676.3
145973,2,10,75408.01
100826,3,8,51951.92
133000,2,5,50995.22
26205,2,7,24373.78
116569,6,2,58896.32
73193,5,7,48259.05
66836,1,7,24678.04
104304,2,4,48966.17
110883,7,8,69218.18
85663,7,3,63032.05
116992,3,7,51260.1
143421,6,3,70022.36
57408,1,10,16958.3
21119,3,4,24651.47
41920,7,9,41144.64
99335,2,2,33934.14
138842,6,6,75807.2
22360,3,9,20607.92
116429,7,1,62216.98
119170,2,8,52558.7
103544,2,6,38461.84
59128,6,1,52142.42
136051,1,3,31866.44
134575,6,7,83535.6
149358,5,1,49743.6
147140,2,2,49463.89
107125,1,7,36069.25
34038,2,2,15607.78
83861,3,7,35736.51
62754,6,7,47172.88
107165,7,3,54852.78
28111,1,4,16114.08
137001,6,5,64612.56
102718,6,3,57376.64
29981,3,10,28967.62
108497,3,2,42792.42
129464,5,9,82997.11
112820,7,10,84259.48
109843,4,3,45306.43
108928,7,1,53634.14
132816,5,4,56070.9
39722,2,3,23201.88
23782,7,1,48711.39
142069,4,3,61467.36
25384,3,10,33600.3
102819,1,5,36582.93
33252,4,3,23844.9
66353,6,9,60527.01
132832,1,7,44291.63
84851,5,9,51370.02
112415,4,5,51147.31
77143,3,1,41401.58
79913,4,1,28002.34
63963,5,3,49048.66
107517,4,10,63796.31
115299,5,2,60270.65
65685,6,9,53727.11
143228,3,4,47035.53
47700,1,5,18481.7
90761,4,2,36577.2
73194,6,4,54196.27
34697,2,7,21973.83
33216,4,7,22477.77
82128,6,7,50189.29
113029,1,4,35004.52
81750,5,7,48911.72
51724,1,7,27614.28
101762,6,1,53184.35
79122,4,8,43976.29
89036,7,6,70842.3
32140,2,4,16651.17
49094,6,6,35101.01
32554,6,10,46454.02
72563,1,3,18205.25
29751,7,10,43010.67
49619,1,5,30090.71
80251,3,2,37874.68
108569,6,7,63652.5
100756,3,8,45947.92
95460,4,3,48356.71
148841,4,6,73576.08
84766,1,8,33540.1
90881,5,2,52715.31
41064,1,10,26600.73
122459,3,8,59492.74
51989,6,5,45030.52
39182,2,1,25264.21
29916,4,6,27968.4
75412,7,10,65749.65
123930,1,4,41986.74
107570,1,2,24858.77
133704,6,2,60811.9
66284,3,1,25145.67
120937,6,4,55689.49
29803,5,3,32336.34
96177,3,8,54719.34
111661,7,5,65986.76
118914,1,3,34197.74
52462,4,10,35006.58
46029,4,7,29983.96
76805,5,6,57163.19
26145,7,7,46646.04
109368,7,6,67510.03
78990,5,7,52040.61
47936,3,1,33041.65
136183,2,10,76742.39
129395,5,10,75391.93
120967,4,10,75533.26
42547,2,2,11450.13
43341,7,5,54479.85
106322,7,4,67018.62
32355,4,3,25813.3
83422,7,2,46444.76
53617,5,3,44735.45
42003,5,9,33465.42
83142,6,7,56703.64
109765,4,1,46492.53
124531,3,4,44309.74
123499,2,5,44727.53
145516,6,4,63651.31
77351,2,4,33977.74
36073,3,3,27566.33
145749,7,3,65400.79
71512,1,10,30305.73
64821,2,7,27514.17
81304,6,1,51440.15
59675,5,1,32904.7
67231,6,4,48144.42
66459,6,10,48620.21
25183,1,1,19009.58
140247,2,3,42599.64
106833,4,8,50326.18
28320,5,6,31811.63
113762,4,9,58951.46
28683,6,5,40057.78
86915,3,10,38500.07
100284,4,2,48470.48
25964,5,6,29675.15
46593,7,4,38907.48
144999,5,4,61269.9
147110,2,4,49707.53
94678,4,9,58623.46
127162,6,9,76202.16
42855,2,9,25967.53
58402,6,4,49890.57
140870,4,5,61045.24
68854,2,4,34227.18
108223,2,10,52657.83
107781,2,7,43979.12
62559,5,10,56079.52
148645,5,5,76858.6
131719,6,3,54434.35
65929,7,3,57214.56
45589,3,2,29234.68
137409,2,1,39698.89
89557,4,3,33739.36
87537,2,7,37303.45
126462,3,8,66184.69
33144,3,8,25852.07
52079,2,7,30226.55
42955,7,8,54451.15
92408,6,7,58870.78
46555,4,8,35428.34
53724,3,10,38924.57
131067,6,8,77303.47
138355,7,1,71304.23
131278,5,5,66523.56
51147,1,9,15554.28
108202,5,3,50195.55
93197,1,6,37760.7
97703,6,6,62584.73
63840,4,1,29533.33
93054,6,1,51902.72
106166,2,4,35890.63
53168,5,9,43344.62
33800,2,6,24289.79
111987,7,3,61394.09
85576,1,10,41559.71
87723,1,5,28461.79
59444,4,7,44739.5
117682,7,3,68986.27
133688,2,2,39122.07
146571,3,9,71470.07
141909,3,8,66528.64
141290,3,1,55895.55
85330,5,4,45280.19
53897,4,10,45170.92
128074,7,6,79481.52
46060,6,1,40712.36
133398,5,10,87609.05
32542,5,5,37284.48
82210,6,9,59881.3
87590,4,3,48525.43
21913,1,8,21276.98
59798,6,3,49696.06
66209,1,9,31607.31
123608,5,8,72810.94
37952,1,9,15768.88
96116,5,5,57980.68
34429,2,1,20656.34
95582,7,6,70966.25
21257,7,6,51786.5
110733,3,3,43428.24
67284,3,5,31032.14
40343,3,1,24410.78
69185,1,3,27344.07
120354,7,9,86791.22
29519,3,3,22065.89
135310,6,3,65939.6
41080,4,8,39938.53
89283,5,2,44216.69
85495,7,8,69508.14
73208,7,10,64525.73
139600,4,4,54272.39
46744,7,6,55508.97
112356,5,7,48464.95
26835,4,2,25827.5
139765,1,10,56277.98
24461,7,3,39312.89
72966,1,10,35801.92
109692,4,5,44723.81
73410,5,2,38428.96
67927,5,7,58496.32
88540,1,7,41351.28
58318,6,10,50157.48
49155,1,5,16923.8
74971,4,3,42114.77
77082,7,4,55448.25
95738,7,4,59514.29
67688,1,1,22314.47
112241,2,3,41066.95
105873,7,4,60613.47
122507,3,10,70886.91
42953,3,9,36842.18
64771,6,9,53317.51
45529,2,10,23913.72
131543,2,10,66206.97
45413,7,6,42931.34
75213,1,8,32930.43
127024,2,7,51391.41
146788,7,9,84814.97
62175,5,7,43164.34
92970,5,10,68141.21
30090,1,6,23636.17
133181,2,10,64708.25
96428,2,5,36252.72
116643,1,10,49783.42
114130,3,2,45184.58
71069,3,4,33154.4
100014,6,9,66298.71
54552,5,3,32739.77
117209,4,6,55408.89
55635,2,7,35930.95
53408,3,6,30264.06
87938,3,10,48828.09
23746,3,3,26804.24
72837,3,9,51570.24
130565,1,7,46267.25
136447,3,5,55089.45
48688,4,7,34439.74
131908,5,8,74707.52
94388,5,4,58822.42
137198,1,10,66303.6
122462,3,7,52736.21
109108,4,8,67892.19
65051,3,2,33152.09
143305,2,10,73990.92
130224,3,1,41868.81
67438,2,8,32183.52
146761,3,2,59304.98
69821,3,4,39248.09
89816,2,8,46629.34
46919,5,1,30791.36
118602,4,9,58527.59
35226,5,2,19589.0
123989,4,7,65096.37
47637,7,2,46123.83
62929,1,9,36260.03
47818,5,4,31011.61
103183,4,5,49449.75
59846,1,2,14372.71
85785,6,5,52228.96
85948,4,10,50631.34
61643,1,10,25392.81
27609,2,4,8994.35
33638,7,4,50837.86
36861,6,3,36479.96
32319,4,7,29121.86
51203,2,8,28460.0
62986,4,4,36016.24
133283,4,9,78638.67
88165,5,10,48912.84
82790,4,10,51928.12
117518,7,7,75924.31
102366,1,3,28191.0
116318,7,4,70640.26
134792,6,4,64689.49
140693,7,9,85565.67
51606,7,3,53823.33
121623,1,6,33551.64
48722,1,10,25927.56
77182,4,7,38970.83
109821,4,6,53387.36
66987,2,9,39040.21
101315,5,8,52571.67
83108,5,9,51948.59
74480,5,9,52165.86
89792,1,8,43316.69
61840,1,9,32117.87
78707,4,6,36103.14
44166,3,3,23232.89
43452,7,7,50610.9
136807,2,9,58202.46
34835,3,7,30508.05
82838,2,9,41467.83
132837,7,7,69061.26
61083,2,3,27412.81
20170,3,1,11518.03
37424,2,2,26791.63
58949,5,8,47649.22
65005,1,7,27759.04
57415,6,2,41514.64
68881,5,8,50814.5
75979,1,7,35791.61
24954,7,9,46165.49
58427,6,2,44121.28
33509,3,8,28782.53
92325,3,9,50953.72
77111,4,4,43835.35
42534,2,10,27424.51
142044,5,6,73574.22
116258,3,8,63255.26
57559,1,7,23852.76
144288,7,4,74375.9
91304,5,1,41677.51
143007,1,6,53255.59
139023,3,1,41362.32
38243,5,4,32794.1
77181,4,8,45015.83
59467,5,9,41584.59
125019,5,7,74073.73
130029,4,4,51803.42
110766,7,7,78210.5
27765,4,5,17351.93
72985,4,3,32370.83
29062,1,3,12406.72
82944,7,7,71252.16
57133,2,10,27823.01
100919,1,6,36832.39
94325,3,8,42767.89
106629,5,6,55891.6
134215,3,10,64301.31
112985,5,7,67080.81
75485,5,3,45404.88
62147,3,6,43596.96
93521,7,7,58104.77
59923,5,3,39051.01
79989,7,8,61522.07
43439,7,9,46990.32
67834,5,4,30320.72
120218,5,2,46201.78
103117,2,9,45730.83
118661,5,2,46383.22
120121,7,8,70495.07
63411,6,5,53663.56
122706,7,6,77424.77
90482,4,4,42797.51
38289,3,5,17537.49
146473,5,10,84807.26
113320,5,7,61699.76
111673,3,1,40270.0
69212,6,8,43501.04
86840,7,5,60557.66
67840,5,5,46534.9
118332,7,1,59315.25
74371,2,8,27574.15
94909,4,1,34040.48
27797,6,7,30069.65
104705,2,2,31665.24
53374,2,1,14778.31
81188,2,4,36949.78
53858,2,2,31564.26
128198,6,6,71463.22
61385,1,5,19735.53
130790,5,7,62658.56
125679,5,9,74127.08
112128,5,3,54595.3
106920,6,2,54649.68
82683,1,4,26652.93
86920,4,7,49932.35
43925,7,2,40106.48
142371,3,9,64350.27
39757,2,9,30326.9
23848,7,2,27806.13
127586,6,10,83162.57
22184,7,1,32328.39
81268,7,4,50581.77
144910,7,10,86317.37
40710,7,3,41574.79
146753,1,8,59623.22
122533,4,3,53349.15
126920,6,6,70195.38
84640,6,2,46665.16
93623,1,4,30496.23
82525,3,2,28238.94
104604,7,3,64920.82
30862,2,2,17898.56
68606,1,2,19053.26
23909,2,4,3943.56
147884,3,5,65743.0
108456,7,4,71734.36
96977,4,1,45978.07
51014,5,10,45512.17
20579,1,8,10059.58
45294,5,8,49471.95
40890,7,2,38280.59
121196,3,8,62948.43
87689,6,4,56269.27
143623,1,9,48692.12
111707,2,6,46956.05
121537,2,3,39500.3
92805,6,5,57220.14
123735,1,9,51540.55
43831,2,4,21999.12
138973,4,3,56394.4
50404,3,10,34200.86
118574,7,9,88389.4
104959,2,6,35860.64
118708,1,2,35624.29
89870,1,10,41773.97
43205,4,3,27302.53
109063,4,1,47564.52
116388,6,8,73604.37
55751,1,4,21678.35
83745,1,9,42373.48
70389,7,4,53186.25
62348,7,10,50135.63
64693,2,8,37875.65
141959,1,4,49191.36
134293,1,6,51347.18
99516,4,4,37577.49
71034,3,8,39550.86
101564,4,1,45184.4
88761,7,10,76707.32
86716,4,8,52250.2
121188,4,4,52741.71
123966,5,9,69454.43
60123,7,10,54503.57
83002,7,9,77705.99
38227,6,2,38251.49
33313,2,7,20174.26
87622,3,7,47276.14
115475,5,10,83713.89
24472,5,5,26198.08
116437,2,1,39060.02
113246,6,9,74538.07
94607,3,8,48515.89
93446,1,6,29759.3
39209,1,2,16748.26
133777,7,7,77491.05
116441,1,5,42926.5
56301,2,5,24653.33
110744,6,2,53381.14
138662,5,6,75105.51
74791,6,4,52723.88
64456,6,10,53429.99
90140,3,6,41775.74
109662,1,2,31711.74
131126,4,8,75144.43
68139,2,9,31136.07
122143,1,2,24720.59
62680,4,1,35720.38
53971,4,7,40326.15
103963,7,1,48249.81
40854,2,7,22080.99
136285,7,8,82457.43
42432,4,2,33388.74
132968,1,3,34656.63
52803,2,2,19324.37
52790,4,2,30782.83
70003,4,10,56167.77
121853,4,1,47835.44
100852,2,4,38472.85
117008,4,2,52586.72
54563,7,10,54844.53
91015,1,1,25453.54
23744,1,8,11105.92
149080,5,7,65276.11
126674,3,10,64315.9
103282,5,5,52907.13
42868,6,8,45639.41
45786,2,6,27233.85
134505,5,10,82063.16
64715,7,8,54454.5
130844,2,6,48884.7
23967,5,2,23950.18
146339,3,7,65248.25
74680,7,3,57841.48
24297,7,2,38989.78
77740,7,4,46779.78
143206,6,6,69075.71
85564,2,8,40534.61
118287,1,3,37893.75
77815,6,1,48295.4
67374,3,8,43796.05
58923,6,10,55396.91
95494,6,2,60925.52
59263,6,1,41283.04
100218,1,1,22642.65
28064,5,3,35091.65
79753,5,9,52594.14
54345,1,8,20273.57
57343,4,2,29931.11
124096,4,4,57295.16
144002,6,10,87731.22
76191,6,5,45988.0
113791,3,8,58520.56
133500,5,2,56763.82
49477,7,1,48807.64
120767,3,2,39826.42
34909,1,7,3965.2
112282,7,8,81292.97
98677,4,10,59297.25
98580,5,9,57332.25
100518,3,6,37533.26
133887,1,5,46770.08
78136,7,10,63489.21
139749,7,6,75319.82
125462,2,4,49196.1
143904,1,1,34337.93
20816,7,4,45205.99
109771,3,7,65081.63
130079,2,4,52001.29
126308,4,1,46055.29
88772,2,7,37194.01
108161,1,8,47388.45
134488,2,3,43301.19
54228,6,3,45514.83
32224,6,3,34614.3
123309,4,1,51470.08
72076,5,10,48481.15
109681,3,5,41825.4
33257,6,10,35224.48
103350,3,8,53681.32
37969,2,4,18030.35
84577,6,1,42876.24
20498,2,5,15396.12
123637,7,8,68072.23
25401,4,3,23290.22
69046,5,10,47093.6
47667,6,3,44902.0
116158,2,1,34003.52
131668,3,9,56531.65
25326,1,8,19025.13
129026,1,4,33619.1
33503,6,7,44547.88
42393,5,6,48690.74
140892,3,10,78566.86
50214,4,6,32460.46
94430,6,9,72575.04
27387,3,9,16264.81
100027,7,3,59796.0
77366,2,8,37565.82
31445,4,1,30890.75
90930,5,9,58038.0
45480,3,8,32837.01
102755,7,4,63817.01
107208,3,6,52102.4
25038,3,7,23147.43
77350,6,8,59242.0
125494,3,10,64230.49
62406,7,4,52293.81
54805,3,5,28374.54
44963,7,4,50344.66
47308,3,5,23278.14
144206,3,7,58235.56
130790,4,3,54853.02
82025,5,9,50944.81
106387,4,8,56271.24
133856,2,8,61910.46
89836,6,7,64034.74
50902,5,1,43016.52
21603,1,7,15976.62
43145,3,8,30809.91
125912,7,1,59047.82
36189,5,5,38692.01
54145,4,2,25092.01
105296,5,9,66326.87
56205,5,5,36515.67
133604,2,7,58934.25
